State,Month,Year,Population,PopUI,everRCL,RCL,RCL_l1,date,time_to_treat_m,time,treat,MCL,Decriminalization,hhi,popBIPOC,popNotProfE,popPolice,party,season,ICE_SC
Arizona,3,2015,5937554,275000,0,0,0,3/1/15,0,75,1,1,1,55378,0.4418,0.05,2.006424953,Republican,q1,0
Arkansas,3,2015,2590300,65000,0,0,0,3/1/15,0,75,1,0,0,45362,0.2694,0.02,10.71115343,Democrat,q1,0
California,3,2015,33852885,2350000,1,0,0,3/1/15,21,75,1,1,1,67448,0.6216,0.11,2.283827198,Democrat,q1,0
Colorado,3,2015,4762104,200000,1,1,1,3/1/15,-27,75,1,1,1,70585,0.314,0.03,5.571261381,Democrat,q1,0
Connecticut,3,2015,3196041,120000,0,0,0,3/1/15,0,75,1,1,1,77255,0.3197,0.04,3.397490202,Democrat,q1,0
District of Columbia,3,2015,600116,25000,1,1,0,3/1/15,0,75,1,1,0,74268,0.6455,0.02,0.74379526,Democrat,q1,0
Delaware,3,2015,830228,25000,0,0,0,3/1/15,0,75,1,1,0,61216,0.3679,0.02,8.034387177,Democrat,q1,0
Florida,3,2015,17979055,800000,0,0,0,3/1/15,0,75,1,0,0,51750,0.4481,0.06,5.939439814,Republican,q1,0
Georgia,3,2015,8822625,375000,0,0,0,3/1/15,0,75,1,0,0,53809,0.4605,0.03,7.841517162,Republican,q1,0
Hawaii,3,2015,1243692,45000,0,0,0,3/1/15,0,75,1,1,0,68379,0.783,0.05,0.977924746,Democrat,q1,0
Idaho,3,2015,1415409,40000,0,0,0,3/1/15,0,75,1,0,0,54716,0.172,0.02,8.822125407,Republican,q1,0
Illinois,3,2015,11254557,425000,1,0,0,3/1/15,59,75,1,1,0,64032,0.3808,0.05,8.211511746,Democrat,q1,0
Indiana,3,2015,5753143,110000,0,0,0,3/1/15,0,75,1,0,0,55097,0.1986,0.02,5.710245812,Republican,q1,0
Iowa,3,2015,2719086,45000,0,0,0,3/1/15,0,75,1,0,0,64500,0.1306,0.02,8.41896617,Republican,q1,0
Kansas,3,2015,2509499,75000,0,0,0,3/1/15,0,75,1,0,0,58152,0.2349,0.02,15.2834776,Republican,q1,0
Kentucky,3,2015,3871892,45000,0,0,0,3/1/15,0,75,1,0,0,44926,0.145,0.01,14.53077134,Republican,q1,0
Louisiana,3,2015,4042420,65000,0,0,0,3/1/15,0,75,1,0,0,48673,0.4057,0.01,6.230297487,Republican,q1,0
Maine,3,2015,1194166,5000,1,0,0,3/1/15,23,75,1,1,1,53796,0.0631,0.01,16.77539328,Republican,q1,0
Maine,3,2015,1194166,5000,1,0,0,3/1/15,23,75,1,1,1,53796,0.0631,0.01,16.77539328,Republican,q1,0
Maryland,3,2015,5246385,275000,0,0,0,3/1/15,0,75,1,1,1,78002,0.4807,0.03,3.196589771,Democrat,q1,0
Massachusetts,3,2015,6058055,220000,1,0,0,3/1/15,22,75,1,1,1,71926,0.269,0.04,7.27066997,Democrat,q1,0
Michigan,3,2015,8761446,110000,1,0,0,3/1/15,59,75,1,1,0,57450,0.2426,0.01,8.445387569,Republican,q1,0
