State,Month,Year,Population,PopUI,everRCL,RCL,RCL_l1,date,time_to_treat_m,time,treat,MCL,Decriminalization,hhi,popBIPOC,popNotProfE,popPolice,party,season,ICE_SC
New Jersey,4,2010,8799451,475000,0,0,0,4/1/10,0,16,1,0,0,72677,0.4062,0.12,7.279432623,Democrat,q2,1
New Mexico,4,2010,2064614,85000,0,0,0,4/1/10,0,16,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q2,1
New York,4,2010,19399956,800000,0,0,0,4/1/10,0,16,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q2,1
North Carolina,4,2010,9574586,350000,0,0,0,4/1/10,0,16,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q2,1
North Dakota,4,2010,674752,5000,0,0,0,4/1/10,0,16,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q2,1
Ohio,4,2010,11539449,100000,0,0,0,4/1/10,0,16,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q2,1
Oklahoma,4,2010,3760014,90000,0,0,0,4/1/10,0,16,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q2,1
Oregon,4,2010,3837614,130000,1,0,0,4/1/10,73,16,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q2,1
Pennsylvania,4,2010,12711406,150000,0,0,0,4/1/10,0,16,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q2,1
Rhode Island,4,2010,1053994,35000,0,0,0,4/1/10,0,16,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q2,1
South Carolina,4,2010,4635846,100000,0,0,0,4/1/10,0,16,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q2,1
Tennessee,4,2010,6355518,120000,0,0,0,4/1/10,0,16,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q2,1
Texas,4,2010,25241897,1650000,0,0,0,4/1/10,0,16,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q2,1
South Dakota,4,2010,816193,5000,0,0,0,4/1/10,0,16,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q2,1
Utah,4,2010,2775413,110000,0,0,0,4/1/10,0,16,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q2,1
Vermont,4,2010,625886,5000,1,0,0,4/1/10,100,16,1,1,0,64551,0.055,0.01,15.18200022,Republican,q2,1
Virginia,4,2010,8024004,275000,0,0,0,4/1/10,0,16,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q2,1
Washington,4,2010,6743009,220000,1,0,0,4/1/10,33,16,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q2,1
Wisconsin,4,2010,5690538,75000,0,0,0,4/1/10,0,16,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q2,1
West Virginia,4,2010,1854265,5000,0,0,0,4/1/10,0,16,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q2,1
Wyoming,4,2010,564531,5000,0,0,0,4/1/10,0,16,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q2,1
Alabama,5,2010,4785514,90000,0,0,0,5/1/10,0,17,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q2,1
Alaska,5,2010,713982,10000,1,0,0,5/1/10,59,17,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q2,1
Arizona,5,2010,6407342,325000,0,0,0,5/1/10,0,17,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q2,1
Arkansas,5,2010,2921998,70000,0,0,0,5/1/10,0,17,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q2,1
California,5,2010,37319550,2500000,1,0,0,5/1/10,79,17,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q2,1
Colorado,5,2010,5047539,190000,1,0,0,5/1/10,32,17,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q2,1
Connecticut,5,2010,3579173,130000,0,0,0,5/1/10,0,17,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q2,1
District of Columbia,5,2010,605282,20000,1,0,0,5/1/10,59,17,1,0,0,65705,0.6646,0.05,0.664757704,Democrat,q2,1
Delaware,5,2010,899647,20000,0,0,0,5/1/10,0,17,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q2,1
Florida,5,2010,18846143,900000,0,0,0,5/1/10,0,17,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q2,1
Georgia,5,2010,9712209,400000,0,0,0,5/1/10,0,17,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q2,1
Hawaii,5,2010,1364004,40000,0,0,0,5/1/10,0,17,1,1,0,68719,0.783,0.11,1.029183982,Republican,q2,1
Idaho,5,2010,1570819,35000,0,0,0,5/1/10,0,17,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q2,1
Illinois,5,2010,12840545,500000,1,0,0,5/1/10,118,17,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q2,1
Indiana,5,2010,6490555,100000,0,0,0,5/1/10,0,17,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q2,1
Iowa,5,2010,3050819,45000,0,0,0,5/1/10,0,17,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q2,1
Kansas,5,2010,2858266,85000,0,0,0,5/1/10,0,17,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q2,1
Kentucky,5,2010,4348464,50000,0,0,0,5/1/10,0,17,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q2,1
Louisiana,5,2010,4544635,65000,0,0,0,5/1/10,0,17,1,0,0,45359,0.393,0.03,5.999948824,Republican,q2,1
Maine,5,2010,1327651,5000,1,0,0,5/1/10,82,17,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q2,1
Maryland,5,2010,5788784,250000,0,0,0,5/1/10,0,17,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q2,1
Massachusetts,5,2010,6566440,180000,1,0,0,5/1/10,81,17,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q2,1
Michigan,5,2010,9877597,110000,1,0,0,5/1/10,118,17,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q2,1
Minnesota,5,2010,5310934,90000,0,0,0,5/1/10,0,17,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q2,1
Mississippi,5,2010,2970615,25000,0,0,0,5/1/10,0,17,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q2,1
Missouri,5,2010,5996089,65000,0,0,0,5/1/10,0,17,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q2,1
Montana,5,2010,990730,5000,0,0,0,5/1/10,0,17,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q2,1
Nebraska,5,2010,1829591,45000,0,0,0,5/1/10,0,17,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q2,1
Nevada,5,2010,2702483,230000,1,0,0,5/1/10,81,17,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q2,1
New Hampshire,5,2010,1316807,10000,0,0,0,5/1/10,0,17,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q2,1
New Jersey,5,2010,8799451,475000,0,0,0,5/1/10,0,17,1,0,0,72677,0.4062,0.12,7.279432623,Democrat,q2,1
New Mexico,5,2010,2064614,85000,0,0,0,5/1/10,0,17,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q2,1
New York,5,2010,19399956,800000,0,0,0,5/1/10,0,17,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q2,1
North Carolina,5,2010,9574586,350000,0,0,0,5/1/10,0,17,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q2,1
North Dakota,5,2010,674752,5000,0,0,0,5/1/10,0,17,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q2,1
Ohio,5,2010,11539449,100000,0,0,0,5/1/10,0,17,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q2,1
Oklahoma,5,2010,3760014,90000,0,0,0,5/1/10,0,17,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q2,1
Oregon,5,2010,3837614,130000,1,0,0,5/1/10,72,17,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q2,1
Pennsylvania,5,2010,12711406,150000,0,0,0,5/1/10,0,17,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q2,1
Rhode Island,5,2010,1053994,35000,0,0,0,5/1/10,0,17,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q2,1
South Carolina,5,2010,4635846,100000,0,0,0,5/1/10,0,17,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q2,1
Tennessee,5,2010,6355518,120000,0,0,0,5/1/10,0,17,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q2,1
Texas,5,2010,25241897,1650000,0,0,0,5/1/10,0,17,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q2,1
South Dakota,5,2010,816193,5000,0,0,0,5/1/10,0,17,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q2,1
Utah,5,2010,2775413,110000,0,0,0,5/1/10,0,17,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q2,1
Vermont,5,2010,625886,5000,1,0,0,5/1/10,99,17,1,1,0,64551,0.055,0.01,15.18200022,Republican,q2,1
Virginia,5,2010,8024004,275000,0,0,0,5/1/10,0,17,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q2,1
Washington,5,2010,6743009,220000,1,0,0,5/1/10,32,17,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q2,1
Wisconsin,5,2010,5690538,75000,0,0,0,5/1/10,0,17,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q2,1
West Virginia,5,2010,1854265,5000,0,0,0,5/1/10,0,17,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q2,1
Wyoming,5,2010,564531,5000,0,0,0,5/1/10,0,17,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q2,1
Alabama,6,2010,4785514,90000,0,0,0,6/1/10,0,18,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q2,1
Alaska,6,2010,713982,10000,1,0,0,6/1/10,58,18,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q2,1
Arizona,6,2010,6407342,325000,0,0,0,6/1/10,0,18,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q2,1
Arkansas,6,2010,2921998,70000,0,0,0,6/1/10,0,18,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q2,1
California,6,2010,37319550,2500000,1,0,0,6/1/10,78,18,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q2,1
Colorado,6,2010,5047539,190000,1,0,0,6/1/10,31,18,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q2,1
Connecticut,6,2010,3579173,130000,0,0,0,6/1/10,0,18,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q2,1
District of Columbia,6,2010,605282,20000,1,0,0,6/1/10,58,18,1,0,0,65705,0.6646,0.05,0.664757704,Democrat,q2,1
Delaware,6,2010,899647,20000,0,0,0,6/1/10,0,18,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q2,1
Florida,6,2010,18846143,900000,0,0,0,6/1/10,0,18,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q2,1
Georgia,6,2010,9712209,400000,0,0,0,6/1/10,0,18,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q2,1
Hawaii,6,2010,1364004,40000,0,0,0,6/1/10,0,18,1,1,0,68719,0.783,0.11,1.029183982,Republican,q2,1
Idaho,6,2010,1570819,35000,0,0,0,6/1/10,0,18,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q2,1
Illinois,6,2010,12840545,500000,1,0,0,6/1/10,117,18,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q2,1
Indiana,6,2010,6490555,100000,0,0,0,6/1/10,0,18,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q2,1
Iowa,6,2010,3050819,45000,0,0,0,6/1/10,0,18,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q2,1
Kansas,6,2010,2858266,85000,0,0,0,6/1/10,0,18,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q2,1
Kentucky,6,2010,4348464,50000,0,0,0,6/1/10,0,18,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q2,1
Louisiana,6,2010,4544635,65000,0,0,0,6/1/10,0,18,1,0,0,45359,0.393,0.03,5.999948824,Republican,q2,1
Maine,6,2010,1327651,5000,1,0,0,6/1/10,81,18,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q2,1
Maryland,6,2010,5788784,250000,0,0,0,6/1/10,0,18,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q2,1
Massachusetts,6,2010,6566440,180000,1,0,0,6/1/10,80,18,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q2,1
Michigan,6,2010,9877597,110000,1,0,0,6/1/10,117,18,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q2,1
Minnesota,6,2010,5310934,90000,0,0,0,6/1/10,0,18,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q2,1
Mississippi,6,2010,2970615,25000,0,0,0,6/1/10,0,18,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q2,1
Missouri,6,2010,5996089,65000,0,0,0,6/1/10,0,18,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q2,1
Montana,6,2010,990730,5000,0,0,0,6/1/10,0,18,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q2,1
Nebraska,6,2010,1829591,45000,0,0,0,6/1/10,0,18,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q2,1
Nevada,6,2010,2702483,230000,1,0,0,6/1/10,80,18,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q2,1
New Hampshire,6,2010,1316807,10000,0,0,0,6/1/10,0,18,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q2,1
New Jersey,6,2010,8799451,475000,0,0,0,6/1/10,0,18,1,0,0,72677,0.4062,0.12,7.279432623,Democrat,q2,1
New Mexico,6,2010,2064614,85000,0,0,0,6/1/10,0,18,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q2,1
New York,6,2010,19399956,800000,0,0,0,6/1/10,0,18,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q2,1
North Carolina,6,2010,9574586,350000,0,0,0,6/1/10,0,18,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q2,1
North Dakota,6,2010,674752,5000,0,0,0,6/1/10,0,18,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q2,1
Ohio,6,2010,11539449,100000,0,0,0,6/1/10,0,18,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q2,1
Oklahoma,6,2010,3760014,90000,0,0,0,6/1/10,0,18,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q2,1
Oregon,6,2010,3837614,130000,1,0,0,6/1/10,71,18,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q2,1
Pennsylvania,6,2010,12711406,150000,0,0,0,6/1/10,0,18,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q2,1
Rhode Island,6,2010,1053994,35000,0,0,0,6/1/10,0,18,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q2,1
South Carolina,6,2010,4635846,100000,0,0,0,6/1/10,0,18,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q2,1
Tennessee,6,2010,6355518,120000,0,0,0,6/1/10,0,18,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q2,1
Texas,6,2010,25241897,1650000,0,0,0,6/1/10,0,18,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q2,1
South Dakota,6,2010,816193,5000,0,0,0,6/1/10,0,18,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q2,1
Utah,6,2010,2775413,110000,0,0,0,6/1/10,0,18,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q2,1
Vermont,6,2010,625886,5000,1,0,0,6/1/10,98,18,1,1,0,64551,0.055,0.01,15.18200022,Republican,q2,1
Virginia,6,2010,8024004,275000,0,0,0,6/1/10,0,18,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q2,1
Washington,6,2010,6743009,220000,1,0,0,6/1/10,31,18,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q2,1
Wisconsin,6,2010,5690538,75000,0,0,0,6/1/10,0,18,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q2,1
West Virginia,6,2010,1854265,5000,0,0,0,6/1/10,0,18,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q2,1
Wyoming,6,2010,564531,5000,0,0,0,6/1/10,0,18,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q2,1
Alabama,7,2010,4785514,90000,0,0,0,7/1/10,0,19,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q3,1
Alaska,7,2010,713982,10000,1,0,0,7/1/10,57,19,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q3,1
Arizona,7,2010,6407342,325000,0,0,0,7/1/10,0,19,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q3,1
Arkansas,7,2010,2921998,70000,0,0,0,7/1/10,0,19,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q3,1
California,7,2010,37319550,2500000,1,0,0,7/1/10,77,19,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q3,1
Colorado,7,2010,5047539,190000,1,0,0,7/1/10,30,19,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q3,1
Connecticut,7,2010,3579173,130000,0,0,0,7/1/10,0,19,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q3,1
District of Columbia,7,2010,605282,20000,1,0,0,7/1/10,57,19,1,0,0,65705,0.6646,0.05,0.664757704,Democrat,q3,1
Delaware,7,2010,899647,20000,0,0,0,7/1/10,0,19,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q3,1
Florida,7,2010,18846143,900000,0,0,0,7/1/10,0,19,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q3,1
Georgia,7,2010,9712209,400000,0,0,0,7/1/10,0,19,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q3,1
Hawaii,7,2010,1364004,40000,0,0,0,7/1/10,0,19,1,1,0,68719,0.783,0.11,1.029183982,Republican,q3,1
Idaho,7,2010,1570819,35000,0,0,0,7/1/10,0,19,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q3,1
Illinois,7,2010,12840545,500000,1,0,0,7/1/10,116,19,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q3,1
Indiana,7,2010,6490555,100000,0,0,0,7/1/10,0,19,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q3,1
Iowa,7,2010,3050819,45000,0,0,0,7/1/10,0,19,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q3,1
Kansas,7,2010,2858266,85000,0,0,0,7/1/10,0,19,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q3,1
Kentucky,7,2010,4348464,50000,0,0,0,7/1/10,0,19,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q3,1
Louisiana,7,2010,4544635,65000,0,0,0,7/1/10,0,19,1,0,0,45359,0.393,0.03,5.999948824,Republican,q3,1
Maine,7,2010,1327651,5000,1,0,0,7/1/10,80,19,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q3,1
Maryland,7,2010,5788784,250000,0,0,0,7/1/10,0,19,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q3,1
Massachusetts,7,2010,6566440,180000,1,0,0,7/1/10,79,19,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q3,1
Michigan,7,2010,9877597,110000,1,0,0,7/1/10,116,19,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q3,1
Minnesota,7,2010,5310934,90000,0,0,0,7/1/10,0,19,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q3,1
Mississippi,7,2010,2970615,25000,0,0,0,7/1/10,0,19,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q3,1
Missouri,7,2010,5996089,65000,0,0,0,7/1/10,0,19,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q3,1
Montana,7,2010,990730,5000,0,0,0,7/1/10,0,19,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q3,1
Nebraska,7,2010,1829591,45000,0,0,0,7/1/10,0,19,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q3,1
Nevada,7,2010,2702483,230000,1,0,0,7/1/10,79,19,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q3,1
New Hampshire,7,2010,1316807,10000,0,0,0,7/1/10,0,19,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q3,1
New Jersey,7,2010,8799451,475000,0,0,0,7/1/10,0,19,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q3,1
New Mexico,7,2010,2064614,85000,0,0,0,7/1/10,0,19,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q3,1
New York,7,2010,19399956,800000,0,0,0,7/1/10,0,19,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q3,1
North Carolina,7,2010,9574586,350000,0,0,0,7/1/10,0,19,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q3,1
North Dakota,7,2010,674752,5000,0,0,0,7/1/10,0,19,1,0,0,58870,0.1074,0.02,19.7742759,Republican,q3,1
Ohio,7,2010,11539449,100000,0,0,0,7/1/10,0,19,1,0,1,52961,0.1867,0.02,7.445929893,Democrat,q3,1
Oklahoma,7,2010,3760014,90000,0,0,0,7/1/10,0,19,1,0,0,49749,0.3121,0.04,11.19596647,Democrat,q3,1
Oregon,7,2010,3837614,130000,1,0,0,7/1/10,70,19,1,1,1,58404,0.2151,0.06,7.517474212,Democrat,q3,1
Pennsylvania,7,2010,12711406,150000,0,0,0,7/1/10,0,19,1,0,0,55763,0.2024,0.04,13.46991772,Democrat,q3,1
Rhode Island,7,2010,1053994,35000,0,0,0,7/1/10,0,19,1,1,0,59582,0.2358,0.09,5.890361374,Republican,q3,1
South Carolina,7,2010,4635846,100000,0,0,0,7/1/10,0,19,1,0,0,48127,0.3559,0.03,11.76123652,Republican,q3,1
Tennessee,7,2010,6355518,120000,0,0,0,7/1/10,0,19,1,0,0,44541,0.242,0.03,9.155221983,Democrat,q3,1
Texas,7,2010,25241897,1650000,0,0,0,7/1/10,0,19,1,0,0,54554,0.5482,0.15,4.42622855,Republican,q3,1
South Dakota,7,2010,816193,5000,0,0,0,7/1/10,0,19,1,0,0,52344,0.1496,0.02,22.59942519,Republican,q3,1
Utah,7,2010,2775413,110000,0,0,0,7/1/10,0,19,1,0,0,65443,0.1959,0.06,6.078400512,Republican,q3,1
Vermont,7,2010,625886,5000,1,0,0,7/1/10,97,19,1,1,0,64551,0.055,0.01,15.18200022,Republican,q3,1
Virginia,7,2010,8024004,275000,0,0,0,7/1/10,0,19,1,0,0,69675,0.3508,0.05,5.636778492,Democrat,q3,1
Washington,7,2010,6743009,220000,1,0,0,7/1/10,30,19,1,1,0,64822,0.2734,0.08,4.580238946,Democrat,q3,1
Wisconsin,7,2010,5690538,75000,0,0,0,7/1/10,0,19,1,0,0,58114,0.1647,0.03,7.508370866,Democrat,q3,1
West Virginia,7,2010,1854265,5000,0,0,0,7/1/10,0,19,1,0,0,49372,0.0644,0.01,28.2245922,Democrat,q3,1
Wyoming,7,2010,564531,5000,0,0,0,7/1/10,0,19,1,0,0,60249,0.1392,0.02,14.37123199,Democrat,q3,1
Alabama,8,2010,4785514,90000,0,0,0,8/1/10,0,20,1,0,0,47244,0.3265,0.02,9.351980946,Republican,q3,1
Alaska,8,2010,713982,10000,1,0,0,8/1/10,56,20,1,1,1,66767,0.3583,0.06,6.617565271,Republican,q3,1
Arizona,8,2010,6407342,325000,0,0,0,8/1/10,0,20,1,0,1,54127,0.4201,0.12,2.112009402,Republican,q3,1
Arkansas,8,2010,2921998,70000,0,0,0,8/1/10,0,20,1,0,0,44536,0.2541,0.03,10.35694419,Democrat,q3,1
California,8,2010,37319550,2500000,1,0,0,8/1/10,76,20,1,1,1,62652,0.6001,0.2,2.3675338,Republican,q3,1
Colorado,8,2010,5047539,190000,1,0,0,8/1/10,29,20,1,1,1,69520,0.2977,0.07,5.845864826,Democrat,q3,1
Connecticut,8,2010,3579173,130000,0,0,0,8/1/10,0,20,1,0,0,76174,0.2877,0.08,3.413449607,Republican,q3,1
District of Columbia,8,2010,605282,20000,1,0,0,8/1/10,56,20,1,1,0,65705,0.6646,0.05,0.664757704,Democrat,q3,1
Delaware,8,2010,899647,20000,0,0,0,8/1/10,0,20,1,0,0,63727,0.3437,0.04,7.907039938,Democrat,q3,1
Florida,8,2010,18846143,900000,0,0,0,8/1/10,0,20,1,0,0,50860,0.4212,0.12,6.026175836,Republican,q3,1
Georgia,8,2010,9712209,400000,0,0,0,8/1/10,0,20,1,0,0,50919,0.4396,0.06,8.134065083,Republican,q3,1
Hawaii,8,2010,1364004,40000,0,0,0,8/1/10,0,20,1,1,0,68719,0.783,0.11,1.029183982,Republican,q3,1
Idaho,8,2010,1570819,35000,0,0,0,8/1/10,0,20,1,0,0,54304,0.1582,0.04,9.249914837,Republican,q3,1
Illinois,8,2010,12840545,500000,1,0,0,8/1/10,115,20,1,0,0,58549,0.3628,0.1,7.856199133,Democrat,q3,1
Indiana,8,2010,6490555,100000,0,0,0,8/1/10,0,20,1,0,0,53253,0.1833,0.03,5.73737446,Republican,q3,1
Iowa,8,2010,3050819,45000,0,0,0,8/1/10,0,20,1,0,0,56573,0.1124,0.03,8.403485477,Democrat,q3,1
Kansas,8,2010,2858266,85000,0,0,0,8/1/10,0,20,1,0,0,53155,0.2171,0.04,15.38667521,Democrat,q3,1
Kentucky,8,2010,4348464,50000,0,0,0,8/1/10,0,20,1,0,0,47442,0.1316,0.02,14.58738106,Democrat,q3,1
Louisiana,8,2010,4544635,65000,0,0,0,8/1/10,0,20,1,0,0,45359,0.393,0.03,5.999948824,Republican,q3,1
Maine,8,2010,1327651,5000,1,0,0,8/1/10,79,20,1,1,1,55321,0.0537,0.02,15.28199036,Democrat,q3,1
Maryland,8,2010,5788784,250000,0,0,0,8/1/10,0,20,1,0,0,74100,0.4524,0.06,3.308188789,Democrat,q3,1
Massachusetts,8,2010,6566440,180000,1,0,0,8/1/10,78,20,1,0,1,70329,0.2361,0.09,7.22398902,Democrat,q3,1
Michigan,8,2010,9877597,110000,1,0,0,8/1/10,115,20,1,1,0,53411,0.2326,0.03,8.286420792,Democrat,q3,1
Minnesota,8,2010,5310934,90000,0,0,0,8/1/10,0,20,1,0,1,60388,0.1678,0.04,7.013673836,Republican,q3,1
Mississippi,8,2010,2970615,25000,0,0,0,8/1/10,0,20,1,0,1,44044,0.4165,0.02,7.784862789,Republican,q3,1
Missouri,8,2010,5996089,65000,0,0,0,8/1/10,0,20,1,0,0,52881,0.1877,0.02,11.52126249,Democrat,q3,1
Montana,8,2010,990730,5000,0,0,0,8/1/10,0,20,1,1,0,47645,0.12,0.01,13.54335643,Democrat,q3,1
Nebraska,8,2010,1829591,45000,0,0,0,8/1/10,0,20,1,0,1,60599,0.1764,0.04,17.95940627,Republican,q3,1
Nevada,8,2010,2702483,230000,1,0,0,8/1/10,78,20,1,1,0,59094,0.4606,0.13,2.147709856,Republican,q3,1
New Hampshire,8,2010,1316807,10000,0,0,0,8/1/10,0,20,1,0,0,76907,0.0788,0.02,19.36998185,Democrat,q3,1
New Jersey,8,2010,8799451,475000,0,0,0,8/1/10,0,20,1,1,0,72677,0.4062,0.12,7.279432623,Democrat,q3,1
New Mexico,8,2010,2064614,85000,0,0,0,8/1/10,0,20,1,1,0,52093,0.5947,0.1,6.556010915,Democrat,q3,1
New York,8,2010,19399956,800000,0,0,0,8/1/10,0,20,1,0,1,57456,0.4179,0.13,5.774559345,Democrat,q3,1
North Carolina,8,2010,9574586,350000,0,0,0,8/1/10,0,20,1,0,1,50588,0.3461,0.05,8.452639473,Democrat,q3,1
